#{"t_start": 1702104075.460168, "env_id": "None"}
r,l,t
5590.0,95,273.424055
4500.0,69,273.451156
8820.0,230,273.493948
3320.0,62,273.517675
3620.0,140,273.549511
8830.0,239,273.593865
10750.0,237,273.636888
2060.0,25,273.658547
2180.0,35,273.682438
4610.0,90,273.712275
2150.0,56,273.736167
3420.0,98,273.765663
7400.0,223,273.80667
4500.0,75,273.832172
720.0,20,273.850555
7470.0,170,274.152934
3120.0,34,274.174498
3300.0,46,274.199286
5580.0,88,274.229173
2190.0,40,274.25087
8460.0,196,274.289046
8070.0,139,274.32138
2240.0,39,274.343047
6830.0,146,274.376896
4910.0,128,274.408788
13320.0,310,274.460952
5690.0,149,274.494097
2100.0,23,274.513052
9460.0,195,274.55665
2110.0,26,274.575777
13000.0,264,274.623653
4470.0,68,274.650462
4560.0,83,274.67881
2130.0,30,274.699375
2100.0,27,274.985971
7940.0,118,275.016806
4570.0,76,275.044309
3200.0,48,275.066128
14610.0,310,275.120238
7860.0,219,275.164409
3690.0,87,275.191906
4390.0,60,275.218281
6890.0,120,275.248364
4620.0,121,275.278433
6870.0,160,275.314298
4480.0,75,275.339022
8040.0,227,275.380794
2190.0,36,275.401644
4880.0,141,275.435585
2040.0,31,275.455894
10420.0,212,275.499687
5030.0,166,275.803039
8600.0,204,275.843776
4680.0,89,275.873
2220.0,39,275.893759
10610.0,221,275.938497
5500.0,78,275.965258
4760.0,121,275.998423
2050.0,24,276.01778
4500.0,77,276.045844
6090.0,143,276.078139
4780.0,113,276.107732
12190.0,354,276.166417
10050.0,197,276.208644
1960.0,15,276.229047
1250.0,39,276.257168
3130.0,29,276.279831
3190.0,105,276.309421
3200.0,36,276.592737
3330.0,59,276.619119
5530.0,77,276.644251
2170.0,30,276.664093
10520.0,244,276.712297
5740.0,96,276.740339
3130.0,41,276.760455
2150.0,30,276.780955
2120.0,27,276.801422
3560.0,78,276.827884
6430.0,138,276.859757
2010.0,34,276.881763
4830.0,104,276.912296
1190.0,31,276.932187
4460.0,113,276.960494
7590.0,192,276.998877
2180.0,35,277.019202
3490.0,75,277.045562
7300.0,189,277.083248
2230.0,36,277.105852
2030.0,26,277.126226
2040.0,39,277.148129
2130.0,28,277.167383
7610.0,184,277.205523
3620.0,80,277.231604
6100.0,164,277.533346
7290.0,188,277.573853
3280.0,74,277.600792
1110.0,39,277.623693
4490.0,88,277.652297
8280.0,188,277.689778
4500.0,71,277.713454
17200.0,373,277.770304
4360.0,57,277.795182
6040.0,136,277.825236
2020.0,15,277.841363
4960.0,133,277.87723
5480.0,90,277.904573
19390.0,408,277.975074
22050.0,480,278.341038
2050.0,30,278.36807
7270.0,162,278.403333
2150.0,30,278.42735
7910.0,141,278.461115
11540.0,292,278.509671
15910.0,361,278.566639
6850.0,102,278.598034
2050.0,28,278.618739
7320.0,181,278.661142
8640.0,159,278.695308
2060.0,27,278.712949
4730.0,110,278.741484
7690.0,244,279.065999
2180.0,31,279.087401
11480.0,284,279.1351
4650.0,116,279.162123
4790.0,108,279.188248
5900.0,152,279.219393
9960.0,253,279.260104
7140.0,167,279.29163
4260.0,57,279.312123
7140.0,191,279.350166
15500.0,292,279.399041
4800.0,129,279.43386
2410.0,56,279.733996
2070.0,26,279.755358
5780.0,102,279.7857
2110.0,54,279.807554
2220.0,45,279.833198
2190.0,32,279.853399
3600.0,92,279.882534
5600.0,106,279.91235
1990.0,14,279.930829
11070.0,245,279.979345
2030.0,66,280.003587
6410.0,169,280.038969
9590.0,212,280.078354
4440.0,85,280.108452
5940.0,132,280.143087
4790.0,98,280.169951
2070.0,24,280.188816
18460.0,432,280.2575
9290.0,202,280.567643
5690.0,101,280.595898
8430.0,191,280.632351
5030.0,118,280.661242
2620.0,89,280.685629
4950.0,132,280.716594
8530.0,209,280.754747
3690.0,85,280.779531
5690.0,101,280.80548
2210.0,38,280.823835
5800.0,108,280.85049
3610.0,79,280.874713
6030.0,143,280.90449
2030.0,18,280.920496
5340.0,126,280.958
7190.0,164,280.993792
870.0,43,281.013151
6630.0,80,281.040983
7350.0,190,281.338904
2130.0,28,281.359232
1990.0,22,281.38045
3380.0,86,281.408065
11770.0,220,281.446259
12440.0,214,281.484448
7100.0,175,281.519159
2090.0,28,281.536464
9490.0,188,281.571539
5830.0,115,281.601561
3680.0,132,281.631051
3350.0,57,281.652563
3470.0,89,281.676668
3540.0,80,281.6998
3610.0,81,281.723194
3510.0,99,281.750226
2040.0,23,281.768595
5600.0,114,281.796674
2010.0,38,281.815927
6760.0,105,281.844169
6630.0,112,282.13467
6100.0,170,282.170798
6050.0,133,282.200769
12990.0,301,282.251525
5010.0,136,282.283681
4940.0,137,282.313709
4180.0,61,282.334726
2320.0,63,282.359959
720.0,20,282.377486
6580.0,91,282.40638
2210.0,36,282.428204
8250.0,149,282.462399
6930.0,170,282.499303
9560.0,205,282.538123
8360.0,172,282.573148
1990.0,12,282.59091
5740.0,90,282.620336
3150.0,51,282.642919
9400.0,195,282.942155
5660.0,132,282.974025
4110.0,44,282.998113
2150.0,30,283.017901
3340.0,52,283.041286
5570.0,107,283.068258
6060.0,124,283.095793
3740.0,92,283.119696
4870.0,104,283.14494
6260.0,178,283.178312
14360.0,309,283.226732
13990.0,256,283.270252
6350.0,54,283.292858
8620.0,210,283.330487
10110.0,191,283.368497
2030.0,20,283.64713
6080.0,146,283.680552
10650.0,231,283.720175
7860.0,112,283.747808
8470.0,229,283.788617
8290.0,175,283.822431
5420.0,74,283.845162
2040.0,17,283.862437
2970.0,49,283.888506
8070.0,165,283.926758
2260.0,39,283.945268
3240.0,102,283.974277
3320.0,48,283.994127
9210.0,146,284.027664
2120.0,25,284.045454
1990.0,14,284.06467
1160.0,32,284.083515
11410.0,178,284.118854
7590.0,147,284.150621
6210.0,167,284.444265
2120.0,33,284.465557
9360.0,177,284.500303
3540.0,72,284.52426
3150.0,39,284.546639
18400.0,529,284.620371
7900.0,134,284.650004
16550.0,421,284.709229
720.0,20,284.726065
6810.0,122,284.756464
4330.0,52,284.776503
2210.0,64,284.798955
2110.0,28,284.816396
1090.0,25,284.837276
2180.0,33,284.857967
4530.0,144,284.887904
2140.0,53,284.911495
1240.0,46,285.191692
15430.0,317,285.244199
4110.0,145,285.275609
7090.0,216,285.31578
9150.0,166,285.349424
11740.0,219,285.389729
3570.0,73,285.413097
7180.0,151,285.447541
3060.0,60,285.468879
4480.0,67,285.491922
6810.0,221,285.532269
7050.0,154,285.571361
3660.0,98,285.598762
5850.0,107,285.631062
14570.0,390,285.945297
10400.0,202,285.984435
5060.0,131,286.013051
5570.0,89,286.036504
9380.0,221,286.076414
2310.0,84,286.103435
3420.0,70,286.126315
9760.0,209,286.163156
2020.0,37,286.181417
2010.0,32,286.20187
7860.0,154,286.234223
2010.0,34,286.252055
3350.0,49,286.273326
4480.0,65,286.295552
5060.0,127,286.327701
9000.0,179,286.360683
13350.0,285,286.663763
11700.0,247,286.707289
5950.0,165,286.739948
10520.0,214,286.777127
4510.0,74,286.799684
1030.0,27,286.817865
9140.0,249,286.86101
5420.0,82,286.883769
9380.0,197,286.919681
2220.0,41,286.938218
3560.0,106,286.965068
3180.0,102,286.992251
12250.0,294,287.296531
3210.0,43,287.320032
6100.0,170,287.354095
11590.0,242,287.395818
3520.0,92,287.420795
5890.0,119,287.448685
7380.0,197,287.486124
15960.0,394,287.544116
2260.0,45,287.565269
8570.0,211,287.604864
8030.0,175,287.638226
4410.0,70,287.660112
4410.0,64,287.684472
5670.0,107,287.714786
9160.0,147,288.027879
3340.0,54,288.051581
10600.0,210,288.09185
4230.0,104,288.123103
16810.0,408,288.18271
2220.0,35,288.204456
2120.0,39,288.227838
5860.0,132,288.261511
5630.0,93,288.290129
6720.0,141,288.32323
2200.0,33,288.344597
3060.0,32,288.363999
2000.0,41,288.387429
4250.0,46,288.413109
2230.0,44,288.43764
2320.0,47,288.46189
3060.0,22,288.485469
15870.0,377,288.542964
9180.0,149,288.57903
3590.0,91,288.888843
2150.0,30,288.91385
4190.0,54,288.940453
8190.0,161,288.97453
2420.0,67,289.003438
4430.0,78,289.032256
14800.0,335,289.087924
11540.0,219,289.131082
1250.0,39,289.151041
9550.0,230,289.193206
13070.0,307,289.242901
1840.0,33,289.262796
3190.0,33,289.284532
4290.0,84,289.310614
10780.0,220,289.348401
1140.0,46,289.367722
4360.0,53,289.646494
21250.0,597,289.728992
26630.0,602,289.809902
17960.0,410,289.868265
4550.0,94,289.893247
7120.0,159,289.925448
3180.0,42,289.946265
2200.0,35,289.96816
2100.0,27,289.987605
5410.0,67,290.272902
3020.0,62,290.297713
4690.0,114,290.325494
3380.0,112,290.352227
12410.0,193,290.389092
6760.0,97,290.416395
3150.0,31,290.435129
10120.0,259,290.481791
4930.0,114,290.512185
1120.0,36,290.531563
15950.0,379,290.589894
3400.0,54,290.611297
11230.0,271,290.659955
2190.0,32,290.680192
14750.0,277,290.728765
5850.0,109,291.012138
5000.0,131,291.043678
11420.0,175,291.077109
5950.0,123,291.104941
9780.0,221,291.142222
11920.0,219,291.180003
3460.0,114,291.206626
5930.0,125,291.234576
5600.0,114,291.261153
5880.0,140,291.29048
7240.0,177,291.323888
14210.0,278,291.368157
5540.0,76,291.39351
8150.0,237,291.692063
2010.0,16,291.71169
4940.0,117,291.74302
4570.0,154,291.774125
4510.0,86,291.797843
2170.0,34,291.816407
8300.0,188,291.852104
5320.0,96,291.876883
12380.0,287,291.921951
2060.0,41,291.94097
1220.0,34,291.959429
3620.0,78,291.985408
2170.0,30,292.003233
4850.0,112,292.030208
3150.0,49,292.050204
15160.0,375,292.105642
9280.0,173,292.395422
2200.0,45,292.418301
7130.0,164,292.450595
6890.0,112,292.482453
5840.0,110,292.517715
720.0,20,292.53706
2000.0,13,292.559027
2150.0,80,292.584669
3690.0,87,292.60907
2100.0,33,292.62799
3110.0,75,292.650615
720.0,20,292.667331
3100.0,34,292.688637
2150.0,28,292.707948
4960.0,141,292.738308
4710.0,154,292.768938
720.0,20,292.785577
5830.0,119,292.813752
4120.0,69,292.835424
5790.0,125,292.86322
15470.0,323,292.912298
3180.0,44,292.931461
3190.0,49,292.952662
8540.0,188,293.252778
4840.0,109,293.282472
4640.0,89,293.306663
3650.0,125,293.334461
4500.0,85,293.358067
13410.0,313,293.405938
1960.0,9,293.421564
6210.0,149,293.456373
2130.0,28,293.473787
4800.0,103,293.500058
1940.0,9,293.515116
4770.0,104,293.546066
2030.0,26,293.562906
6210.0,167,293.598013
6880.0,121,293.626459
6500.0,77,293.649188
4370.0,58,293.669768
5870.0,111,293.696527
4630.0,96,293.721141
4340.0,57,293.741565
7180.0,151,293.772701
4510.0,66,294.051173
2190.0,40,294.073536
2180.0,41,294.092739
4200.0,57,294.114762
10750.0,243,294.155731
4830.0,120,294.183156
6930.0,120,294.210682
9400.0,191,294.246068
2220.0,43,294.264966
4710.0,138,294.2953
8620.0,200,294.331306
2030.0,46,294.350724
1990.0,14,294.36758
3480.0,86,294.395883
2200.0,47,294.417396
1940.0,9,294.43375
1940.0,15,294.452573
5200.0,56,294.477462
9270.0,180,294.511002
2170.0,34,294.529187
7910.0,133,294.560589
5680.0,92,294.584854
4660.0,123,294.867741
8140.0,174,294.903885
6990.0,150,294.934757
3500.0,70,294.957057
1140.0,36,294.975242
1830.0,44,294.995098
4650.0,88,295.021959
3040.0,98,295.046895
5580.0,76,295.069591
1970.0,34,295.087428
12030.0,248,295.130675
4390.0,98,295.155753
1270.0,59,295.17631
2050.0,36,295.194724
15260.0,284,295.239395
2090.0,24,295.256524
5080.0,88,295.281433
5140.0,133,295.309853
2490.0,72,295.331981
6530.0,187,295.366804
13030.0,329,295.674933
2090.0,22,295.694837
5730.0,121,295.722847
2660.0,91,295.74741
5600.0,80,295.770588
2420.0,73,295.793215
3320.0,64,295.814942
5480.0,128,295.844861
1220.0,38,295.864623
5650.0,103,295.892139
2190.0,48,295.911788
5480.0,126,295.943874
7950.0,137,295.973546
8100.0,138,296.003965
2110.0,32,296.025108
5890.0,147,296.060653
5510.0,89,296.08738
11780.0,215,296.126453
7110.0,152,296.415671
9390.0,180,296.455722
7160.0,149,296.487742
4850.0,104,296.514275
720.0,20,296.531031
10490.0,195,296.569785
2080.0,25,296.587154
9230.0,220,296.630027
5600.0,106,296.658096
2020.0,39,296.67778
4740.0,115,296.705107
9350.0,190,296.74016
11570.0,182,296.774364
6850.0,140,296.804261
4290.0,54,296.824601
5860.0,136,296.853736
2260.0,39,296.87224
8530.0,185,297.164838
9550.0,214,297.205214
5350.0,81,297.228555
13120.0,330,297.279159
9360.0,209,297.315981
4390.0,58,297.336915
2360.0,61,297.361559
3500.0,68,297.383373
5980.0,134,297.411923
11530.0,194,297.446976
7490.0,172,297.47945
4830.0,106,297.50543
4730.0,128,297.53494
11440.0,177,297.569428
720.0,20,297.58607
9980.0,265,297.888213
4390.0,60,297.912691
13630.0,317,297.961105
4350.0,68,297.983586
1180.0,44,298.002514
2100.0,27,298.020638
9680.0,241,298.063745
6120.0,136,298.095081
2070.0,20,298.113028
6950.0,122,298.145847
3280.0,58,298.166609
5920.0,136,298.196579
720.0,20,298.213243
2180.0,33,298.235132
9560.0,203,298.273196
4850.0,114,298.302145
9410.0,168,298.334832
4610.0,100,298.616638
8050.0,135,298.648887
2080.0,33,298.667082
7200.0,157,298.701258
10040.0,245,298.742254
4700.0,89,298.766439
3380.0,78,298.789589
8350.0,155,298.820804
8030.0,153,298.851895
4640.0,87,298.875711
6200.0,190,298.910252
5620.0,92,298.934669
13570.0,367,298.987592
3560.0,86,299.0114
4670.0,90,299.035464
3580.0,78,299.314319
1940.0,27,299.334964
2180.0,35,299.356571
2040.0,29,299.374678
5810.0,141,299.406804
9730.0,242,299.447022
9040.0,179,299.480611
3330.0,47,299.500346
2250.0,42,299.519969
6120.0,128,299.548005
13090.0,273,299.590896
1840.0,23,299.607717
3320.0,64,299.633178
1990.0,28,299.651377
2160.0,57,299.673616
1800.0,29,299.691109
6740.0,103,299.716289
13970.0,256,299.75773
5950.0,141,299.787203
2230.0,62,299.810235
8580.0,264,300.113901
3440.0,64,300.138283
2000.0,45,300.157763
4450.0,70,300.179723
5790.0,153,300.212343
4610.0,92,300.238257
3220.0,38,300.256877
3730.0,153,300.287835
3710.0,105,300.313188
7680.0,189,300.347425
2090.0,32,300.365406
3320.0,46,300.385257
3520.0,66,300.408905
4600.0,107,300.435309
7000.0,133,300.46362
8010.0,157,300.495185
3100.0,26,300.515931
1980.0,25,300.534592
3460.0,80,300.559987
2320.0,47,300.579438
6800.0,161,300.612685
4550.0,80,300.635656
4710.0,92,300.917544
7440.0,185,300.95623
7300.0,171,300.991866
6710.0,160,301.028256
2020.0,25,301.047748
6150.0,147,301.080643
7030.0,172,301.115947
8160.0,142,301.14648
6790.0,110,301.172879
4340.0,61,301.194242
3570.0,83,301.217821
2220.0,35,301.237472
17380.0,509,301.306927
4330.0,76,301.33003
4350.0,78,301.352935
10580.0,252,301.664392
9170.0,192,301.709677
1140.0,34,301.733854
5670.0,89,301.765592
2170.0,38,301.787551
3120.0,48,301.809407
8370.0,167,301.846696
10570.0,193,301.886687
4300.0,67,301.910543
8290.0,179,301.946166
2220.0,39,301.968603
3250.0,45,301.989554
4450.0,74,302.013207
720.0,20,302.032578
8880.0,216,302.075016
6040.0,142,302.105468
14790.0,340,302.440897
9810.0,212,302.485203
720.0,20,302.504872
5020.0,121,302.541013
3620.0,92,302.568519
5670.0,129,302.597864
9890.0,236,302.638763
2030.0,20,302.656477
1210.0,37,302.679454
4790.0,118,302.710607
8600.0,212,302.748574
7300.0,171,302.784041
9600.0,203,302.82416
5670.0,99,302.850367
8160.0,168,302.885477
10110.0,153,303.179055
8730.0,102,303.211513
6120.0,144,303.246528
2170.0,30,303.268655
8370.0,183,303.309561
6870.0,128,303.341262
5570.0,125,303.374488
6730.0,94,303.404784
8500.0,192,303.443768
2020.0,23,303.462866
8100.0,176,303.50476
11280.0,282,303.554491
4960.0,115,303.590689
2130.0,42,303.616607
4350.0,104,303.65257
4200.0,45,303.679924
17370.0,468,304.014662
3180.0,32,304.037294
870.0,47,304.063121
6990.0,118,304.096005
2160.0,33,304.117988
3190.0,39,304.140552
6800.0,127,304.171914
6990.0,140,304.205017
2190.0,36,304.225653
4250.0,46,304.246989
12090.0,268,304.293934
8550.0,191,304.332437
7480.0,171,304.371361
2150.0,30,304.392752
3190.0,71,304.418627
19500.0,437,304.482412
2050.0,22,304.504662
5450.0,79,304.804102
3320.0,60,304.831892
4590.0,106,304.861312
11850.0,228,304.905987
2060.0,21,304.925968
6220.0,144,304.964997
2110.0,24,304.985288
11620.0,310,305.038313
3230.0,67,305.064939
9820.0,229,305.106752
3370.0,67,305.131491
4860.0,111,305.162161
9260.0,157,305.201001
3160.0,34,305.222285
3360.0,60,305.247538
1900.0,5,305.264449
6900.0,123,305.299624
10590.0,239,305.345344
10540.0,230,305.659146
2180.0,33,305.680852
5960.0,120,305.716782
7080.0,191,305.759352
910.0,45,305.782508
8200.0,162,305.820693
2150.0,34,305.844744
3380.0,58,305.869885
10580.0,319,305.924449
2150.0,36,305.947626
1010.0,31,305.968265
4440.0,71,305.993948
2090.0,38,306.014897
10470.0,187,306.051799
2230.0,40,306.073392
8820.0,234,306.117761
1950.0,16,306.137563
7990.0,139,306.175891
7280.0,157,306.488908
3880.0,104,306.52009
2230.0,54,306.546358
3650.0,93,306.57588
4710.0,100,306.604654
3660.0,106,306.635448
3280.0,54,306.658133
5750.0,111,306.686844
5470.0,85,306.715858
9650.0,278,306.764788
8480.0,212,306.806072
2260.0,45,306.827509
4740.0,113,306.858358
4560.0,87,306.885757
7800.0,150,306.918985
2980.0,32,306.938739
4540.0,97,306.968493
4650.0,120,306.997201
9770.0,240,307.302877
2060.0,31,307.32718
14040.0,313,307.382841
1130.0,27,307.405757
3320.0,66,307.434855
4570.0,116,307.464573
5510.0,103,307.493735
10100.0,297,307.542519
2120.0,27,307.563123
840.0,50,307.588895
2560.0,89,307.616293
4760.0,97,307.644736
4680.0,111,307.677367
15550.0,337,307.735052
6020.0,128,307.766921
4370.0,64,307.792731
4530.0,110,308.085839
8090.0,157,308.121268
2040.0,17,308.138473
7000.0,137,308.170987
10620.0,202,308.208056
6310.0,171,308.241206
5910.0,143,308.271535
6380.0,158,308.303431
4460.0,75,308.326407
7250.0,202,308.363229
6510.0,191,308.398624
4780.0,123,308.426478
5430.0,61,308.447516
2370.0,70,308.471076
5850.0,135,308.500252
2060.0,31,308.518279
1120.0,34,308.540712
5640.0,134,308.826826
15860.0,340,308.881983
10530.0,197,308.919269
5960.0,124,308.947505
1830.0,40,308.967554
4520.0,89,308.994271
4460.0,81,309.018251
3340.0,50,309.038028
6590.0,104,309.06528
4330.0,52,309.087394
4190.0,60,309.110701
4980.0,141,309.140815
10710.0,211,309.178636
2070.0,20,309.199343
11320.0,296,309.251732
5620.0,110,309.279215
4960.0,119,309.565933
4410.0,56,309.590487
10800.0,240,309.630965
8100.0,166,309.666785
4510.0,76,309.694202
5880.0,108,309.721565
6010.0,141,309.751793
1180.0,46,309.771395
6920.0,141,309.802738
7980.0,126,309.831429
2200.0,73,309.854323
9240.0,143,309.884416
1090.0,21,309.901574
8020.0,134,309.934997
2130.0,26,309.952673
3470.0,71,309.97799
8550.0,199,310.014342
8480.0,198,310.051582
3270.0,89,310.332333
3560.0,74,310.358087
3230.0,41,310.378114
7990.0,217,310.42033
8680.0,292,310.468435
7110.0,192,310.505469
16130.0,397,310.565733
4210.0,88,310.591006
11210.0,174,310.625823
3380.0,110,310.652755
6430.0,118,310.680956
2240.0,61,310.703594
7600.0,237,310.745442
3520.0,72,311.0356
1920.0,23,311.056103
3420.0,68,311.083328
8340.0,180,311.119062
8420.0,188,311.153845
11370.0,210,311.191465
4670.0,90,311.216524
4780.0,97,311.244357
7210.0,162,311.277149
6800.0,115,311.304446
10990.0,224,311.345961
720.0,20,311.369525
9510.0,226,311.411974
4760.0,101,311.440969
7630.0,196,311.476126
3480.0,78,311.49974
2230.0,36,311.774785
2240.0,41,311.797251
5830.0,109,311.824216
1840.0,39,311.843457
10780.0,250,311.89093
7080.0,131,311.920465
4760.0,93,311.946557
11910.0,220,311.98834
6770.0,102,312.014333
10150.0,149,312.046159
2160.0,93,312.074148
7770.0,204,312.111394
4820.0,113,312.138549
8170.0,163,312.170498
6040.0,138,312.200448
4950.0,112,312.227328
2990.0,51,312.247666
15690.0,375,312.55929
7830.0,167,312.595319
2080.0,23,312.614831
4620.0,89,312.641356
11510.0,311,312.690568
9010.0,162,312.724015
2100.0,23,312.741575
5940.0,136,312.778218
13220.0,280,312.822972
4970.0,114,312.851368
7080.0,137,312.885153
1180.0,32,312.905889
2100.0,25,312.925347
4720.0,103,312.954752
4970.0,116,313.24105
4580.0,109,313.276023
4120.0,81,313.303089
2160.0,29,313.323901
2110.0,26,313.342909
7250.0,196,313.382635
5940.0,146,313.418459
7310.0,162,313.452372
3110.0,35,313.474108
3200.0,40,313.49706
1030.0,45,313.519307
1940.0,23,313.538827
4710.0,90,313.566082
1990.0,24,313.586401
2130.0,30,313.608826
5520.0,108,313.639564
9970.0,242,313.683066
4790.0,106,313.713815
3560.0,74,313.739584
7430.0,168,313.774052
4460.0,65,313.80032
4740.0,129,313.831544
8080.0,148,314.130457
8340.0,182,314.169536
9210.0,198,314.207402
4600.0,81,314.235961
2200.0,33,314.255285
4360.0,61,314.282321
12860.0,274,314.328857
8210.0,221,314.373128
3410.0,101,314.401075
5860.0,114,314.430231
3650.0,101,314.459926
11860.0,223,314.500767
9410.0,162,314.536304
3190.0,33,314.55983
9360.0,187,314.598615
6980.0,145,314.894031
3080.0,22,314.918056
2250.0,42,314.94492
7320.0,199,314.986679
3370.0,63,315.013464
3180.0,34,315.03395
3560.0,88,315.062852
7430.0,180,315.103136
12980.0,222,315.148841
4400.0,69,315.176184
2120.0,27,315.195892
9920.0,233,315.240102
9850.0,222,315.281688
5840.0,118,315.311592
4290.0,74,315.337977
6800.0,105,315.366841
21560.0,477,315.704216
10600.0,212,315.747712
4740.0,151,315.781449
2130.0,70,315.806288
2170.0,30,315.826702
5790.0,119,315.858591
5880.0,122,315.889691
5480.0,74,315.913975
1200.0,50,315.937029
3720.0,136,315.969742
7800.0,172,316.007499
4280.0,55,316.032727
13220.0,292,316.081963
2090.0,24,316.101721
3350.0,73,316.130992
8290.0,173,316.166453
6030.0,147,316.465021
3620.0,94,316.493751
3150.0,33,316.514353
2070.0,20,316.53713
11910.0,260,316.587763
4620.0,105,316.618437
1970.0,12,316.635451
14390.0,278,316.686241
2000.0,33,316.710694
9270.0,156,316.74908
13130.0,289,316.802495
3230.0,53,316.82879
17730.0,474,316.899453
1970.0,12,316.920629
2080.0,23,316.950412
4890.0,120,317.247201
4920.0,151,317.283982
3130.0,31,317.305753
7460.0,197,317.347736
6780.0,131,317.38008
2150.0,34,317.402647
4480.0,89,317.432303
3230.0,45,317.454044
5740.0,134,317.486486
3380.0,64,317.512339
4630.0,84,317.539839
5630.0,101,317.567992
2030.0,18,317.586516
8870.0,237,317.631614
2190.0,36,317.653614
3240.0,50,317.677829
12130.0,288,317.728864
5390.0,91,317.75864
4790.0,126,317.79075
5800.0,106,317.823809
4140.0,49,318.119677
3270.0,51,318.147037
2060.0,19,318.167188
7340.0,201,318.212523
3120.0,84,318.240162
4440.0,91,318.265095
3650.0,89,318.290021
9600.0,213,318.327523
6040.0,154,318.359324
16510.0,392,318.416764
26360.0,549,318.493555
9730.0,238,318.793467
13370.0,351,318.849215
2730.0,96,318.877848
4480.0,95,318.903301
4710.0,108,318.929954
5740.0,138,318.962405
2050.0,20,318.980888
730.0,41,319.006406
3640.0,106,319.034205
13400.0,288,319.079576
4500.0,107,319.108763
2230.0,38,319.127577
10430.0,215,319.170049
7580.0,205,319.210047
4680.0,119,319.24
14560.0,365,319.551074
6050.0,151,319.587083
4860.0,133,319.616867
3510.0,81,319.641967
6830.0,138,319.67162
6670.0,94,319.696741
3420.0,64,319.718708
2070.0,46,319.73942
2320.0,93,319.766607
8360.0,178,319.800562
2050.0,18,319.817417
6750.0,186,319.857284
4580.0,77,319.880624
7010.0,150,319.912292
2170.0,38,319.935122
8500.0,208,319.973878
2150.0,32,319.992634
2010.0,30,320.01454
2060.0,35,320.291611
2100.0,33,320.313194
2120.0,25,320.333821
6880.0,141,320.369087
3400.0,62,320.39045
3180.0,118,320.417483
11410.0,323,320.468224
3720.0,100,320.4942
3130.0,37,320.513991
2060.0,37,320.535622
3150.0,39,320.557715
2110.0,28,320.578263
2120.0,25,320.598813
1820.0,27,320.619768
1990.0,32,320.639825
2130.0,26,320.658687
8330.0,159,320.693177
2230.0,36,320.711933
5570.0,133,320.743554
12950.0,380,320.80161
1910.0,44,320.822915
5920.0,176,320.859921
2080.0,69,321.135895
5940.0,188,321.173996
4560.0,81,321.198155
2140.0,33,321.216277
10140.0,249,321.261457
9340.0,179,321.295672
1940.0,25,321.313391
720.0,20,321.334343
13470.0,323,321.388026
2060.0,27,321.407357
2010.0,24,321.424891
11400.0,255,321.470188
14160.0,313,321.518621
5630.0,83,321.542916
9380.0,207,321.579455
8360.0,261,321.881058
4670.0,122,321.911621
3210.0,57,321.933466
3280.0,66,321.957612
4290.0,78,321.981883
9290.0,275,322.026244
14050.0,298,322.073302
4890.0,134,322.102742
5520.0,74,322.125785
7700.0,108,322.151762
3080.0,26,322.169199
9110.0,212,322.209441
3130.0,59,322.231216
3260.0,74,322.253995
4920.0,113,322.281089
9430.0,178,322.571246
2320.0,67,322.597371
3180.0,50,322.617427
3240.0,68,322.641718
9430.0,180,322.678538
9390.0,220,322.724925
2730.0,110,322.754499
7700.0,112,322.78213
6670.0,106,322.808761
8540.0,210,322.845999
2030.0,16,322.866194
8740.0,200,322.908629
4290.0,46,322.928763
4830.0,110,322.956524
13710.0,389,323.013634
7860.0,144,323.306483
5730.0,119,323.338681
5890.0,113,323.369067
1840.0,51,323.391508
7290.0,170,323.428996
10640.0,198,323.470411
21050.0,483,323.543664
2270.0,42,323.565453
2180.0,31,323.587805
4040.0,248,323.637014
7600.0,193,323.679312
4380.0,61,323.7066
5570.0,99,323.734715
7140.0,169,323.769975
5790.0,105,324.065674
16350.0,332,324.122527
11940.0,287,324.17115
10720.0,232,324.215463
6830.0,122,324.246151
1960.0,27,324.268381
7050.0,140,324.305291
2270.0,52,324.329232
6300.0,176,324.368956
6740.0,107,324.397783
4360.0,75,324.423786
720.0,20,324.443497
7360.0,155,324.481022
5690.0,105,324.51062
10010.0,258,324.819196
20370.0,520,324.897549
13370.0,321,324.94999
3090.0,39,324.972629
1090.0,39,324.998022
18040.0,384,325.056987
2230.0,36,325.078578
2160.0,35,325.102716
10440.0,208,325.147154
2190.0,40,325.170021
2210.0,36,325.192722
4600.0,105,325.221681
2180.0,31,325.244289
2470.0,90,325.273573
4410.0,62,325.57341
10850.0,225,325.616799
7770.0,115,325.647654
6970.0,132,325.680323
5720.0,138,325.714733
9510.0,242,325.759977
2130.0,26,325.77983
9090.0,182,325.821282
5860.0,124,325.853633
1180.0,46,325.878892
6670.0,243,325.923827
7550.0,180,325.961327
2080.0,21,325.982939
8260.0,158,326.021517
4910.0,116,326.052765
11630.0,324,326.36823
6430.0,187,326.409263
3400.0,66,326.433436
6570.0,132,326.465318
2140.0,33,326.48627
6590.0,92,326.516751
6480.0,143,326.549038
6610.0,106,326.580791
9670.0,200,326.620377
10170.0,254,326.667742
2200.0,37,326.689011
7000.0,149,326.724135
3600.0,86,326.753053
720.0,20,326.774169
4750.0,126,326.807835
3600.0,80,326.835038
3240.0,58,326.857597
1890.0,38,326.879578
10660.0,222,327.186534
6530.0,98,327.219246
8720.0,210,327.258627
7330.0,162,327.295197
