#{"t_start": 1702104075.460168, "env_id": "None"}
r,l,t
4280.0,63,137.435599
4700.0,123,137.709645
3640.0,88,137.733878
4510.0,118,137.75926
2120.0,49,137.777631
7870.0,165,137.80716
2210.0,38,137.823554
4510.0,88,137.845598
3220.0,44,137.863573
3730.0,165,137.896369
2170.0,32,137.915249
7300.0,229,137.952305
4900.0,117,137.977457
4210.0,54,137.995573
9290.0,198,138.031771
2110.0,28,138.047409
3230.0,57,138.0684
11650.0,353,138.118122
9360.0,245,138.404851
2110.0,80,138.428541
6870.0,170,138.458798
2220.0,55,138.478966
2160.0,51,138.499717
2120.0,61,138.518427
5910.0,147,138.546244
3140.0,106,138.569402
2230.0,56,138.591289
1940.0,11,138.604716
3450.0,121,138.632482
4740.0,129,138.658317
3610.0,119,138.683102
3520.0,98,138.705851
4370.0,78,138.726268
5590.0,143,138.753515
6090.0,249,138.792132
2370.0,70,138.812348
5190.0,218,138.850643
2090.0,26,138.865946
7510.0,272,139.154891
3090.0,47,139.175287
3720.0,98,139.20116
1990.0,42,139.218529
2180.0,43,139.238008
2470.0,104,139.262147
2000.0,49,139.280391
3620.0,102,139.305472
6070.0,155,139.334062
3430.0,81,139.354779
2220.0,83,139.377749
4690.0,146,139.405182
3130.0,31,139.421259
4610.0,98,139.44881
5080.0,151,139.478952
3520.0,124,139.51026
8240.0,226,139.550486
1110.0,31,139.570488
7000.0,215,139.877539
3310.0,103,139.903839
7120.0,167,139.93493
1160.0,54,139.956276
1110.0,31,139.973748
6710.0,134,140.002402
3350.0,71,140.024596
2700.0,89,140.047441
4020.0,43,140.066217
4520.0,117,140.093121
2050.0,34,140.1122
1980.0,41,140.130215
6550.0,231,140.16879
980.0,60,140.190374
2140.0,37,140.208826
10630.0,283,140.255725
2360.0,81,140.279029
1110.0,29,140.297144
2060.0,23,140.316454
3480.0,110,140.346867
980.0,32,140.366209
6800.0,135,140.400516
4310.0,74,140.425601
8280.0,210,140.727072
5470.0,185,140.765609
3500.0,92,140.791476
5720.0,104,140.817231
3260.0,40,140.838061
4750.0,108,140.867011
2380.0,53,140.889464
2210.0,38,140.9074
3630.0,93,140.933581
4900.0,149,140.965392
5570.0,89,140.989169
3110.0,49,141.008353
4850.0,184,141.042794
6600.0,115,141.072425
4630.0,128,141.100382
3050.0,47,141.121687
3250.0,71,141.143547
2190.0,38,141.162445
3330.0,71,141.184812
4950.0,128,141.213857
3250.0,119,141.507622
3550.0,87,141.532358
4480.0,79,141.553762
2160.0,43,141.570764
7270.0,196,141.613093
2530.0,100,141.637697
2060.0,33,141.656899
2140.0,79,141.679148
2140.0,51,141.69775
3370.0,73,141.718835
4640.0,115,141.74335
3130.0,51,141.761325
6910.0,170,141.792671
3170.0,101,141.816125
5660.0,122,141.841509
4650.0,100,141.864234
6200.0,180,141.895775
2140.0,37,141.915153
4290.0,74,141.937337
5740.0,118,141.963528
9280.0,219,142.251488
5820.0,168,142.284553
2170.0,44,142.302208
4990.0,148,142.332487
4630.0,92,142.355539
3060.0,24,142.370817
5780.0,116,142.399242
1070.0,47,142.416833
1970.0,12,142.43045
3410.0,75,142.453913
6390.0,263,142.495534
4340.0,105,142.520341
2080.0,27,142.536004
2130.0,64,142.561176
9660.0,219,142.598983
4630.0,130,142.628053
4960.0,139,142.659321
2290.0,74,142.684423
5930.0,139,142.715621
2070.0,84,142.740845
6570.0,150,143.021191
2100.0,41,143.040856
9540.0,229,143.080259
6620.0,165,143.110782
2180.0,33,143.127068
7030.0,216,143.164683
3680.0,90,143.187186
5740.0,134,143.214878
3430.0,145,143.242712
3590.0,157,143.272137
2120.0,81,143.297761
3320.0,70,143.31886
3390.0,57,143.337734
4700.0,137,143.368001
9360.0,251,143.407254
9650.0,234,143.696485
8790.0,229,143.73611
3170.0,51,143.754756
2360.0,59,143.77561
6730.0,112,143.801053
4590.0,136,143.828341
2180.0,33,143.844357
8230.0,185,143.877935
2200.0,61,143.897052
2030.0,18,143.912608
2100.0,39,143.933256
3410.0,79,143.953903
3380.0,112,143.979077
2020.0,19,143.994068
4800.0,153,144.025297
2080.0,23,144.04067
2160.0,49,144.059416
3330.0,67,144.079217
2370.0,72,144.101956
6740.0,163,144.13228
2200.0,41,144.149228
3520.0,90,144.171289
7000.0,133,144.198039
4570.0,116,144.474147
4720.0,129,144.502634
4510.0,110,144.52699
2040.0,67,144.546771
2160.0,33,144.564094
9890.0,332,144.614605
4520.0,125,144.640883
8140.0,178,144.672561
3980.0,140,144.69979
2380.0,81,144.720948
2070.0,46,144.739081
2390.0,64,144.75947
7040.0,191,144.793278
2060.0,23,144.808363
2150.0,42,144.830058
3220.0,48,144.849378
2120.0,97,144.871861
1090.0,47,144.889084
2170.0,46,144.907186
2050.0,54,144.925946
3680.0,108,144.951241
5950.0,181,145.246907
5580.0,98,145.273791
4170.0,52,145.29319
3310.0,59,145.314252
2120.0,31,145.330786
2140.0,53,145.351543
2110.0,24,145.368471
3240.0,54,145.390837
2340.0,85,145.413023
6990.0,172,145.444337
6080.0,148,145.473385
2160.0,71,145.493711
4640.0,133,145.52073
2070.0,30,145.53619
4350.0,100,145.560102
3550.0,97,145.583098
5610.0,129,145.609544
5460.0,78,145.632399
4490.0,70,145.654203
4730.0,110,145.679695
2630.0,98,145.702891
4730.0,120,145.728304
4660.0,87,146.004022
4700.0,157,146.035839
4630.0,182,146.067706
7690.0,143,146.095521
1930.0,32,146.11166
4850.0,134,146.139057
11410.0,331,146.186337
4350.0,84,146.208625
6490.0,102,146.231995
3170.0,45,146.249738
3340.0,62,146.2712
2340.0,135,146.300547
2390.0,78,146.322452
2700.0,111,146.348121
3290.0,43,146.365487
5870.0,137,146.39315
2240.0,53,146.412207
2130.0,34,146.432071
4640.0,87,146.454472
6720.0,137,146.733946
3810.0,115,146.76143
4400.0,93,146.784781
2200.0,33,146.801023
7160.0,161,146.833845
3600.0,94,146.856568
1250.0,41,146.873589
7640.0,301,146.918592
3840.0,144,146.946806
10350.0,257,146.989187
4690.0,170,147.023156
6640.0,137,147.050971
3780.0,124,147.077201
2410.0,116,147.102111
5220.0,153,147.130867
3630.0,113,147.406952
2270.0,58,147.427934
2110.0,24,147.443465
2260.0,51,147.462416
3480.0,80,147.483269
5710.0,121,147.508779
7010.0,198,147.542321
4540.0,91,147.567285
2250.0,58,147.590879
7840.0,144,147.618199
5690.0,135,147.645316
2400.0,75,147.665962
5310.0,162,147.695928
7930.0,157,147.725289
2150.0,30,147.741038
2050.0,32,147.757431
3510.0,97,147.780555
1850.0,34,147.796545
3710.0,115,147.824039
7260.0,281,147.866206
4370.0,66,148.1382
4650.0,98,148.164239
2150.0,30,148.180505
2750.0,100,148.204899
2150.0,56,148.223756
3320.0,74,148.244287
4480.0,91,148.266448
1020.0,70,148.286546
5450.0,75,148.307277
2210.0,48,148.325104
4790.0,142,148.352308
4690.0,166,148.382474
7820.0,146,148.410534
1040.0,24,148.425797
2140.0,33,148.445328
2040.0,31,148.461267
2290.0,62,148.480654
7020.0,223,148.517754
1970.0,10,148.531459
4750.0,120,148.562407
1950.0,12,148.576351
4780.0,103,148.607879
4570.0,138,148.636275
4440.0,117,148.663462
8260.0,170,148.949336
6150.0,205,148.986443
4780.0,141,149.014449
12720.0,286,149.057429
1120.0,28,149.073237
3240.0,54,149.093679
2630.0,104,149.117642
2520.0,103,149.141423
2060.0,27,149.156891
4460.0,123,149.183067
6020.0,214,149.218212
3740.0,122,149.251558
3530.0,91,149.280278
3130.0,43,149.300744
1150.0,31,149.32085
2120.0,27,149.341471
11230.0,329,149.394264
2390.0,84,149.681026
3760.0,108,149.707849
3240.0,44,149.725167
4680.0,103,149.748912
7690.0,310,149.794463
7120.0,143,149.822333
9250.0,238,149.859925
4560.0,137,149.887244
4740.0,157,149.916563
6070.0,161,149.94567
4570.0,106,149.969596
10760.0,324,150.016174
2190.0,48,150.033943
2540.0,75,150.055694
7980.0,170,150.337218
2220.0,61,150.358988
5540.0,112,150.385859
6060.0,186,150.420389
7220.0,177,150.452642
2120.0,39,150.469735
4370.0,102,150.499713
1160.0,38,150.518815
2010.0,16,150.536575
2190.0,38,150.55917
3360.0,88,150.586603
8850.0,271,150.631928
3190.0,35,150.650832
1110.0,35,150.670392
2050.0,40,150.688081
3500.0,70,150.709565
2300.0,131,150.736953
3410.0,75,150.758182
4580.0,109,150.783088
4150.0,36,150.800441
2120.0,39,150.819288
3440.0,66,150.839815
3270.0,69,150.861451
3320.0,52,150.882882
6180.0,184,151.189397
3240.0,66,151.215142
5660.0,114,151.242698
2350.0,58,151.262808
6200.0,170,151.295028
3250.0,45,151.31337
2400.0,97,151.337494
2120.0,27,151.353604
1230.0,79,151.376932
1010.0,55,151.39636
7790.0,242,151.437566
4590.0,114,151.462698
3250.0,69,151.483022
4470.0,100,151.506742
5830.0,139,151.534385
2090.0,38,151.553249
4730.0,118,151.579329
2030.0,32,151.597445
1990.0,32,151.616569
6940.0,207,151.659858
2240.0,45,151.680881
9460.0,247,151.981847
9540.0,269,152.034956
3440.0,62,152.059443
2080.0,33,152.079136
4770.0,130,152.109749
1130.0,37,152.12738
4860.0,123,152.155148
6140.0,158,152.184802
5980.0,130,152.212879
6740.0,149,152.241917
4500.0,85,152.264256
5560.0,112,152.289887
6750.0,146,152.319217
3520.0,102,152.345827
2120.0,47,152.368293
9510.0,248,152.683449
3560.0,108,152.71065
3310.0,95,152.733821
7260.0,225,152.770293
5420.0,92,152.792764
9510.0,280,152.834781
2090.0,26,152.850329
2260.0,55,152.872819
8620.0,294,152.916673
3350.0,63,152.935785
1110.0,45,152.952955
4550.0,108,152.977943
2060.0,21,152.993203
2210.0,62,153.014669
2440.0,91,153.036732
7100.0,155,153.065496
10230.0,283,153.108004
1080.0,32,153.124104
5070.0,192,153.403346
13410.0,323,153.454738
5850.0,127,153.485976
2220.0,39,153.507308
710.0,23,153.525233
4560.0,117,153.554456
2130.0,76,153.577365
2040.0,23,153.595254
3630.0,91,153.627783
5470.0,81,153.652434
3400.0,108,153.680087
2110.0,36,153.699094
3300.0,60,153.721145
2260.0,57,153.746315
5340.0,134,153.774467
4350.0,80,153.796506
4360.0,69,153.817739
1170.0,43,153.836823
2070.0,24,153.852675
4780.0,127,153.880533
6760.0,139,153.908451
5180.0,151,154.18524
3650.0,95,154.209788
2310.0,96,154.23271
8260.0,186,154.264849
4840.0,141,154.292161
3990.0,175,154.324475
8310.0,199,154.35825
2150.0,54,154.376749
4460.0,97,154.400032
1970.0,32,154.416844
6110.0,227,154.456373
12060.0,291,154.499332
4570.0,182,154.531076
2340.0,51,154.549266
3390.0,83,154.570722
6840.0,199,154.850929
7090.0,182,154.884804
3110.0,61,154.904495
6210.0,189,154.937631
3350.0,79,154.958999
3140.0,62,154.98067
4450.0,96,155.004169
2180.0,65,155.02365
2150.0,30,155.039461
6970.0,178,155.07306
2090.0,28,155.088786
3240.0,50,155.10916
1960.0,13,155.124573
5850.0,141,155.158366
2050.0,18,155.175123
4440.0,79,155.200846
4520.0,115,155.22826
1040.0,32,155.244842
8600.0,196,155.279285
9860.0,245,155.31871
2530.0,82,155.611311
2270.0,90,155.643009
14170.0,324,155.691932
3440.0,88,155.715869
2310.0,70,155.736474
2050.0,32,155.752528
3790.0,139,155.781591
2220.0,45,155.799585
8970.0,170,155.835068
7070.0,198,155.869892
1070.0,31,155.886248
2130.0,50,155.905639
6850.0,130,155.932849
2070.0,20,155.949341
8780.0,278,156.004472
6440.0,206,156.04571
2210.0,52,156.070073
4440.0,87,156.096122
3410.0,67,156.371559
5510.0,103,156.398335
6050.0,165,156.429447
6120.0,176,156.46133
7160.0,247,156.501117
3120.0,92,156.523213
1150.0,31,156.539163
10110.0,288,156.584933
11270.0,313,156.631294
5520.0,90,156.653923
2090.0,34,156.670268
6020.0,160,156.699977
3700.0,92,156.725024
2220.0,35,156.74218
4680.0,99,156.765916
2170.0,32,156.782011
2010.0,42,156.800096
5560.0,100,157.075482
3020.0,24,157.092429
4600.0,139,157.124553
6200.0,198,157.162924
4290.0,48,157.188193
2160.0,31,157.210107
4680.0,111,157.237658
1100.0,24,157.255876
1080.0,32,157.274491
6320.0,222,157.313818
2190.0,74,157.337605
2190.0,44,157.358696
4410.0,76,157.383741
2130.0,26,157.40473
3290.0,59,157.429153
2150.0,38,157.449841
3280.0,50,157.472818
3160.0,34,157.493767
1060.0,26,157.512457
3160.0,44,157.532926
2490.0,90,157.557018
2100.0,85,157.580273
1000.0,30,157.599142
4580.0,133,157.630323
3580.0,114,157.657765
3310.0,47,157.677622
2020.0,29,157.696556
6250.0,195,158.008625
1040.0,98,158.035721
3560.0,96,158.060603
4510.0,74,158.081977
4820.0,153,158.113329
4590.0,118,158.139358
2130.0,38,158.156736
2030.0,78,158.179441
2400.0,79,158.200764
3410.0,85,158.224882
3440.0,70,158.24586
3500.0,104,158.269626
4330.0,90,158.292153
2100.0,23,158.307877
5340.0,76,158.334813
2310.0,60,158.355123
3440.0,70,158.376128
10670.0,263,158.420165
6150.0,189,158.460548
3150.0,37,158.48094
4520.0,95,158.508822
4510.0,76,158.533666
6510.0,96,158.862524
6940.0,157,158.90025
14100.0,311,158.95261
5900.0,170,158.992004
3320.0,110,159.020565
9850.0,316,159.07668
2180.0,39,159.097791
4020.0,160,159.134544
7370.0,216,159.177845
4650.0,96,159.208834
3260.0,64,159.233652
2280.0,59,159.256808
3520.0,70,159.280327
4320.0,111,159.309824
4170.0,34,159.33056
3080.0,42,159.351726
2370.0,84,159.671293
3200.0,52,159.696344
2210.0,36,159.718851
1840.0,27,159.738537
2230.0,38,159.759686
2230.0,38,159.779922
1980.0,13,159.799074
4700.0,95,159.828919
2140.0,39,159.850651
2380.0,67,159.875909
4580.0,81,159.903397
3460.0,82,159.929518
1900.0,19,159.949331
1960.0,19,159.971196
6070.0,147,160.007319
2090.0,24,160.026456
2150.0,30,160.04665
12050.0,304,160.098544
2200.0,51,160.121408
2190.0,40,160.145384
5800.0,122,160.176055
4270.0,56,160.198008
7420.0,187,160.235599
5840.0,126,160.265951
15700.0,380,160.61673
6180.0,236,160.665231
6070.0,133,160.697556
4670.0,122,160.727915
4790.0,126,160.761502
6830.0,116,160.79231
2340.0,65,160.817508
2250.0,46,160.83942
4270.0,72,160.865178
2000.0,55,160.886926
3530.0,117,160.915121
3300.0,50,160.936627
2050.0,38,160.956347
3700.0,146,160.992591
3430.0,75,161.018043
4260.0,101,161.046551
10610.0,229,161.086819
2220.0,43,161.11313
9250.0,168,161.151449
6840.0,155,161.469624
2000.0,21,161.49134
4430.0,108,161.526643
3280.0,72,161.550897
4500.0,107,161.579498
5580.0,116,161.609475
2250.0,44,161.629781
3990.0,135,161.663095
3040.0,48,161.687348
2290.0,56,161.711103
4710.0,102,161.739039
2480.0,61,161.761777
2330.0,64,161.783757
14240.0,363,161.83908
1160.0,76,161.865679
3330.0,67,161.888627
3210.0,47,161.909545
3740.0,130,161.94167
2440.0,101,161.970595
10640.0,222,162.292108
8640.0,256,162.345161
2220.0,55,162.37121
2060.0,27,162.392553
6380.0,200,162.435874
1210.0,59,162.459525
4230.0,68,162.484022
3400.0,94,162.509434
4390.0,82,162.536693
1830.0,34,162.555723
3430.0,73,162.580494
12200.0,269,162.625343
4760.0,149,162.658999
6350.0,179,162.696707
3510.0,83,162.723748
8890.0,251,162.767884
2120.0,41,162.790007
1100.0,42,162.810486
10420.0,254,163.132863
2030.0,54,163.158957
4710.0,94,163.187417
2350.0,76,163.21363
2120.0,51,163.235403
3800.0,118,163.26529
4570.0,122,163.295381
2410.0,58,163.321852
2570.0,90,163.349286
4400.0,79,163.374065
3150.0,47,163.394957
2060.0,47,163.415137
2100.0,29,163.434284
1150.0,29,163.455115
6060.0,190,163.493094
2260.0,39,163.514542
10380.0,367,163.570885
6170.0,147,163.606392
4710.0,134,163.63789
2120.0,49,163.662171
1150.0,47,163.964514
4310.0,68,163.989077
4380.0,57,164.012107
4560.0,113,164.04157
4350.0,94,164.074923
9720.0,275,164.122497
2290.0,68,164.147141
4730.0,106,164.175695
1080.0,28,164.194243
5110.0,204,164.236112
5260.0,104,164.266345
5510.0,87,164.294852
3340.0,82,164.320175
3540.0,92,164.348203
2080.0,21,164.366969
8860.0,274,164.417537
2320.0,85,164.445261
2140.0,37,164.468693
4970.0,148,164.501795
5770.0,125,164.813939
2030.0,56,164.840768
13110.0,283,164.889057
2030.0,18,164.908765
2240.0,57,164.934032
4040.0,69,164.96035
3570.0,81,164.986824
5650.0,129,165.017859
8630.0,229,165.061051
3210.0,93,165.091337
2090.0,50,165.114022
4840.0,157,165.147325
2350.0,66,165.172597
3250.0,59,165.195434
2410.0,114,165.224717
2280.0,49,165.245973
2490.0,68,165.270794
2100.0,25,165.289754
8270.0,181,165.326284
2380.0,81,165.353348
1050.0,37,165.377017
2430.0,72,165.402816
4660.0,93,165.715469
5480.0,82,165.743811
6220.0,222,165.790027
4640.0,123,165.820339
8600.0,216,165.864518
4550.0,132,165.897173
5840.0,176,165.93421
3030.0,31,165.954849
2150.0,32,165.975886
3310.0,81,166.007735
2210.0,36,166.028958
7080.0,185,166.068147
7580.0,267,166.115953
2170.0,40,166.137276
5770.0,123,166.167876
3360.0,66,166.192858
3650.0,91,166.221546
2190.0,86,166.553296
5980.0,176,166.592982
8410.0,191,166.631039
2020.0,17,166.650202
1050.0,43,166.676456
8310.0,185,166.714361
5530.0,240,166.757996
3480.0,144,166.791919
3180.0,44,166.81355
2350.0,66,166.837799
5840.0,138,166.87134
4720.0,109,166.901872
4470.0,78,166.930651
4420.0,73,166.957774
3180.0,40,166.98239
2150.0,72,167.009969
1250.0,39,167.033341
4590.0,102,167.069114
5030.0,144,167.100786
5750.0,123,167.135134
2180.0,59,167.470791
6270.0,225,167.516645
2080.0,43,167.540695
4590.0,104,167.572001
3590.0,93,167.601727
1960.0,11,167.620435
5470.0,99,167.653183
7430.0,210,167.692829
3540.0,78,167.723788
4970.0,156,167.757969
5660.0,128,167.79177
2340.0,91,167.821139
8240.0,184,167.861156
1020.0,26,167.880423
3370.0,95,167.911586
4840.0,187,167.950478
2540.0,87,167.979022
4340.0,55,168.003697
2240.0,37,168.02594
2140.0,79,168.053073
4750.0,136,168.399027
3220.0,42,168.420367
3490.0,77,168.44815
7810.0,177,168.48414
4950.0,130,168.514649
2260.0,61,168.537934
7390.0,214,168.580906
2160.0,29,168.601872
1160.0,34,168.625277
2100.0,29,168.64554
4400.0,75,168.671862
4550.0,86,168.698179
1150.0,39,168.719616
4440.0,87,168.745378
3150.0,43,168.769392
3090.0,37,168.792182
4540.0,79,168.817469
3170.0,79,168.849946
3160.0,42,168.874847
4720.0,117,168.91161
4470.0,92,168.939376
2280.0,51,168.963336
2550.0,76,168.991084
9920.0,323,169.364592
2140.0,27,169.386373
2010.0,44,169.412201
2140.0,43,169.437053
4710.0,186,169.47764
7050.0,154,169.515463
2160.0,53,169.538818
2130.0,26,169.558871
4520.0,69,169.586545
3760.0,140,169.619255
3870.0,117,169.650107
2030.0,40,169.674664
1180.0,38,169.699188
3200.0,68,169.725232
8290.0,225,169.769966
4630.0,90,169.80057
3580.0,90,169.83008
16300.0,341,169.889425
2260.0,57,169.914049
2090.0,22,169.933553
3600.0,94,169.964109
2010.0,14,169.982418
4580.0,109,170.324926
4460.0,103,170.360417
3640.0,92,170.389041
7240.0,153,170.4256
3400.0,76,170.455575
3610.0,129,170.489661
3580.0,126,170.522472
2340.0,73,170.54882
6840.0,109,170.579482
5770.0,155,170.616603
2190.0,36,170.639792
4490.0,108,170.670515
2440.0,83,170.698995
2000.0,27,170.719736
4870.0,120,170.754138
2260.0,53,170.77957
2130.0,34,170.802078
1940.0,23,170.822488
2150.0,44,170.845636
1080.0,26,170.866492
1940.0,29,170.896565
7130.0,170,170.936486
4440.0,85,170.963292
2140.0,37,170.985483
1220.0,36,171.006297
4630.0,110,171.327782
9320.0,289,171.383159
1050.0,33,171.409314
7940.0,144,171.444758
2020.0,31,171.46514
5030.0,140,171.499704
4360.0,59,171.52891
4300.0,61,171.552987
10180.0,202,171.592401
10150.0,354,171.650359
4490.0,130,171.684815
690.0,27,171.711266
3380.0,60,171.738027
2130.0,32,171.760495
2440.0,61,171.78781
2090.0,26,171.809126
3100.0,42,171.833275
1040.0,66,171.860624
4620.0,97,171.889186
3650.0,111,171.920513
4890.0,110,172.265795
4440.0,149,172.302291
2060.0,21,172.321767
7610.0,206,172.364218
7810.0,155,172.400829
3500.0,88,172.429432
10020.0,283,172.480628
